Y,ID,Supervisor,Date,Priority,Price,Speed,Duration,Temp,Location,Agreed,State,Class,Surface,survey1,survey2,survey3,survey4,survey5,survey6,survey7,survey8,survey9,survey10,survey11,survey12,survey13,survey14,survey15,survey16,survey17,survey18,survey19,survey20,survey21,survey22,survey23,survey24,survey25,survey26,survey27,survey28,survey29,survey30
8.212661202,G9949,NG,17/03/2017,Medium,Extravagant,Fast,Short,Hot,Control room,No,Checked,Metal,Rough,16.3045758,9.913621263,9.468299786,14.6570568,18.18635759,8.990058263,14.87240725,12.64764435,7.54814493,4.365938005,175.2194551,176.2953458,171.2547193,164.1709138,198.333108,188.2359854,177.1924469,192.4527806,160.6449167,181.3403907,21.33022291,36.45949035,32.62872023,26.31168906,26.61890419,32.62930377,31.24163139,41.29229105,20.2963038,20.48938033
15.49015206,G9950,NH,24/03/2017,Medium,Costly,Medium,Short,Cold,Control room,Yes,Checked,Plastic,Rough,24.53444614,30.91842246,26.42546626,32.08337577,31.42158857,34.63958917,27.71783018,26.57677533,31.18155701,27.30577415,124.576824,115.238963,113.4390367,118.9265614,121.0540787,120.4995457,105.28177,128.4376085,115.4143859,111.6428478,39.97423119,31.95244904,52.63882996,55.66814418,37.57344241,33.2952578,50.70377521,44.23159866,42.54425623,28.65730612
7.567129512,G9951,NH,31/03/2017,Low,Cheap,Fast,Very Long,Warm,Steam plant,No,Checked,Plastic,Rough,34.33432487,31.81540642,42.0483089,38.4649311,32.93411891,33.1421429,40.50537302,34.06770703,38.26255419,43.87167545,120.0653679,109.3097751,117.7531915,118.4771912,105.328146,135.2740344,116.8495858,110.5300855,138.8176156,113.7025233,53.96340437,49.70644432,78.55260496,53.22758884,43.65526847,82.15386659,64.21710249,55.9446405,62.27996977,56.90463582
21.28568847,G9952,NH,8/04/2017,Low,Extravagant,Medium,Short,Cold,Storage tanks,No,Uncertain,Ceramic,Textured,34.50430333,33.31873585,31.48035736,29.26251308,26.45568802,36.10984703,35.09288274,30.81395668,37.00583026,47.02421135,107.8207824,105.715065,97.36911934,107.1195464,86.64178411,102.4189032,96.54310543,102.7009007,111.1938842,105.6317389,27.87003322,38.68791084,42.12473663,16.47406556,28.94237355,38.55491324,29.96407982,27.3535328,38.16193093,48.15029855
16.73073357,G9953,NH,14/04/2017,Medium,Costly,Medium,Long,Warm,Steam plant,No,Checked,Ceramic,Textured,-0.392485188,10.70055543,5.449639412,10.68109182,-0.317104233,0.128229264,-2.599702395,5.189350979,6.800864582,-8.11936338,136.7301393,134.7609316,142.1777016,158.9198837,152.294108,140.8682211,158.2944594,151.5279156,142.2681591,147.2454227,62.868508,61.4272511,65.37893069,74.35988378,50.19389377,63.24871444,65.72694585,72.07913266,53.92185957,62.76293184
23.16829067,G9954,NH,21/04/2017,High,Costly,Slow,Long,Cold,Steam plant,Yes,Uncertain,Plastic,Rough,22.61473248,26.27925465,32.29074953,25.48861849,34.02715033,22.14083246,29.93453943,24.21901217,15.99634903,20.27672475,159.870037,173.5700229,146.3618684,165.2801436,160.1278923,153.9646298,172.3913043,175.8656076,150.5917676,162.4551386,59.45632436,59.44605133,53.66599895,62.37868792,44.07666933,72.13297914,48.64592127,73.33941013,79.35970934,43.46493194
8.774266966,G9955,NH,29/04/2017,Low,Extravagant,Slow,Short,Warm,Steam plant,Yes,Under review,Wooden,Textured,0.447686441,11.21591813,3.168302659,9.677212497,18.38125293,2.449281789,6.708360155,8.191017018,0.021345115,-1.832831418,127.978971,125.3497129,137.1261446,145.3307962,131.9938647,122.8176587,129.7190268,133.5869503,126.8220145,136.4608577,69.69391356,67.91160674,58.43556686,68.5071337,71.02335902,46.24562204,65.11745475,46.58999752,38.85469898,74.96642814
24.47677725,G9956,NH,6/05/2017,Medium,Extravagant,Medium,Long,Warm,Steam plant,No,Under review,Ceramic,Textured,8.32685176,8.121335602,4.044405947,5.418329722,5.095293658,6.598932047,5.053829218,9.276966021,7.581774558,2.252849583,243.8625798,254.336138,240.607502,239.1063488,244.2040052,243.392887,238.2530622,253.9755798,241.6998194,233.2247229,64.84156217,75.89341933,66.64745155,64.13691679,69.46022505,70.79664447,82.21028512,53.93309757,77.65273351,73.96196215
0.952333001,G9957,NH,12/05/2017,Medium,Costly,Medium,Very Long,Cold,Steam plant,Yes,Checked,Ceramic,Textured,1.385703848,7.574706284,1.903218112,9.066292816,8.260358873,5.804085163,5.998128108,-1.707371187,2.503391593,5.654673502,204.870868,191.3272307,210.9133339,192.7248112,187.9663291,197.8040959,205.5746248,188.177529,206.462933,179.2997882,53.12187094,59.08453212,57.98687083,49.72499721,53.44703509,60.87408102,43.2991322,58.77905867,29.14021171,82.00082276
20.62396023,G9958,NG,20/05/2017,Medium,Extravagant,Slow,Long,Warm,Steam plant,No,Under review,Ceramic,Textured,21.50480293,16.93863971,28.8027085,23.99490064,30.87744188,33.03075614,28.28439336,24.90262564,27.14284536,36.78566332,88.9479019,102.7328539,101.6397264,97.88208729,105.0749107,93.60181835,94.29186317,92.90583349,105.2733903,109.4413488,31.59765222,52.88782043,38.65730017,38.05654701,36.68867087,48.84296732,45.65166608,37.98772302,48.04928141,62.88665199
9.111631574,G9959,NL,26/05/2017,Medium,Cheap,Fast,NA,Hot,Control room,Yes,Under review,Wooden,NA,29.06410474,34.66882073,35.81868151,27.45708482,NA,30.07306002,32.78535227,32.72615451,31.12697371,46.23048617,120.092818,NA,122.5085788,128.5092428,117.8614635,117.2463663,109.02963,118.0397238,123.3272588,104.663271,65.37240205,63.88268366,40.23410791,55.55016249,NA,58.37868532,44.92516667,40.60010178,53.36153449,43.24700512
8.042221807,G9960,NG,2/06/2017,Low,Extravagant,Fast,NA,Cold,Control room,Yes,Checked,Ceramic,Rough,NA,13.23535266,19.39497508,NA,NA,11.96768622,NA,9.784981293,18.02299417,10.83777625,132.5810898,143.8825398,123.9155171,125.5671349,141.6290117,118.2869139,129.120364,128.1278476,122.6046766,129.0275382,77.07983001,69.52819822,81.41422832,68.67462579,74.78163566,61.61289054,79.17697426,65.81092105,51.6296621,48.80495452
8.879045437,G9961,NH,10/06/2017,Low,Extravagant,Medium,Very Long,Cold,Control room,Yes,Checked,Plastic,Textured,28.72543986,26.41552113,16.88183034,25.62560027,27.6876811,22.9835561,25.5627449,31.56001559,26.69884145,28.44960298,176.9707656,177.9798586,188.4770467,180.5138737,168.8254844,162.7974274,173.4993173,178.1514389,171.5211454,176.090222,45.98698635,46.51810617,44.00986871,59.49406848,70.95701954,62.35256943,48.69689702,45.29003896,47.58437746,57.5684853
25.86588975,G9962,NH,16/06/2017,Low,Cheap,Fast,Long,Cold,Storage tanks,Yes,Checked,Wooden,Rough,29.32877499,33.02732193,39.3833299,36.22120714,38.0954388,27.83510934,36.59806407,34.32094291,35.46502922,30.20631524,153.0266632,147.0374601,196.7499336,173.8167736,159.9682701,174.6234679,172.9796786,166.3200732,161.4435051,156.2874664,60.51123314,66.69668177,68.89523099,71.00317763,63.45893406,62.79693643,79.80835439,57.79089986,59.20078749,69.80901597
18.39808877,G9963,NH,24/06/2017,Medium,Costly,Fast,Short,Warm,Control room,No,Checked,Plastic,Rough,39.7054704,30.21508294,42.37961791,40.74413838,37.39786057,45.68167888,35.01974902,39.01376399,52.35287172,31.8671384,211.3256809,232.4518835,228.3059502,237.0969134,221.7361575,209.0687622,231.4229232,238.3966163,227.6764265,215.4803278,29.17923151,40.93190166,31.98381181,28.008302,54.00839928,24.26844114,24.74338837,27.9659457,40.90786576,29.82351974
9.080629098,G9964,NH,1/07/2017,Medium,Extravagant,Fast,Very Long,Hot,Control room,No,Under review,Plastic,Textured,26.96045731,25.22960586,30.16842051,31.46788516,32.38010874,26.79697922,25.02424064,40.11645771,31.98995498,26.52331187,151.1403908,156.6651358,139.281052,141.0822702,159.6315304,140.4329552,147.5779498,159.3480863,141.3569749,147.2397156,61.30600855,70.18907611,61.92967539,40.38645387,66.77788721,51.53030366,52.00664538,50.40058307,35.40501382,40.03340955
27.24642522,G9965,NH,7/07/2017,Low,Extravagant,Medium,Long,Warm,Steam plant,Yes,Under review,Ceramic,Rough,10.4280708,8.722107325,NA,NA,10.50660629,12.01680851,6.385364705,10.8252744,19.73313118,1.19602214,222.5884298,235.1493846,230.0620033,243.8571819,216.8633131,217.1408156,231.297843,221.7467305,234.73705,222.7594384,NA,NA,68.32222375,39.28871299,60.34599271,77.54925127,65.56519672,NA,40.45798345,53.50206135
24.7501649,G9966,NH,15/07/2017,Medium,Costly,Medium,Long,Warm,Steam plant,Yes,Checked,Wooden,Rough,14.45423111,10.604866,13.59396893,NA,NA,6.991489827,9.666958126,12.42511628,24.3782561,NA,135.367253,119.5310775,130.6308849,114.5703944,111.2462841,107.9899848,118.9952654,133.3769535,NA,109.5423804,32.66567378,35.54087208,NA,36.98955006,45.24917361,30.12054323,53.02114873,42.76416615,49.37310729,50.64231171
23.52073856,G9967,NH,21/07/2017,Medium,Cheap,Fast,Long,Hot,Storage tanks,No,Checked,Wooden,Rough,25.40141471,25.5197951,30.34868275,31.87252617,35.05092847,29.295658,36.50359014,37.89650194,31.74779941,31.77149304,177.1327938,183.6459009,193.0198809,186.6609932,190.4458479,191.9600966,217.3224862,192.4721835,185.5844275,187.484735,76.44287653,68.49365235,59.79217705,73.46959484,72.29204302,54.04793186,71.65390211,70.26276027,68.15004142,51.44380243
29.02776683,G9968,NG,29/07/2017,Low,Costly,Medium,Long,Warm,Steam plant,No,Uncertain,Wooden,Rough,8.980499497,11.22848979,17.16645423,15.88361006,22.95254919,27.54866652,20.02108905,18.01016268,18.93268555,15.83149511,216.2785059,219.926035,223.1703457,200.7808046,203.4751544,213.4632719,206.952204,221.1671281,205.6613238,218.080503,53.51606501,34.17853577,55.91426674,47.88517295,61.05207834,49.2752274,47.18868991,45.88583532,58.08763739,66.48963454
28.83920979,G9969,NH,4/08/2017,Low,NA,Slow,NA,Warm,Steam plant,Yes,Uncertain,Wooden,NA,39.36365977,NA,36.44166423,42.88129979,29.55558818,36.48641682,39.74209425,35.04364637,30.1597804,42.768053,130.4782209,140.4415315,136.2099107,126.5294246,134.9395102,NA,124.3136139,134.5579898,130.1586782,153.9376714,75.67587143,80.73567805,63.8141141,60.30279871,72.47914376,70.63265887,74.07186451,72.03527231,70.04856853,47.21827139
27.10925433,G9970,NG,12/08/2017,Low,Costly,Medium,Long,Cold,Steam plant,No,Under review,Plastic,Textured,23.3966798,29.49403566,32.66889394,23.94452286,28.96938098,26.26063955,33.37881022,29.31983059,31.87020161,27.66571586,123.6799221,138.2314139,140.9794383,142.1736209,138.1892808,138.3736697,135.7793794,141.3773224,158.122828,150.8451963,51.02149325,55.55268188,62.39898199,35.80189775,48.25791938,60.57661161,53.31783832,47.53135642,60.68597137,59.07404811
23.47018658,G9971,NG,18/08/2017,Low,Costly,Fast,Long,Warm,Control room,Yes,Under review,Wooden,Textured,19.59950161,26.20984226,25.03558046,31.31226803,29.18128509,28.18868375,25.16794832,35.49438017,27.71726037,37.00683976,220.5037452,237.9420529,245.9066778,232.7154637,228.5137263,225.2468865,229.9522401,235.0084552,219.6052862,219.8443134,37.46479555,48.15932607,52.74339002,32.81722228,35.52064134,40.57880379,34.41142627,38.25764342,43.3684596,37.3748313
13.94050666,G9972,NH,26/08/2017,Low,Cheap,Medium,Very Long,Warm,Steam plant,Yes,Under review,Plastic,Smooth,17.57058913,8.69442849,10.81843498,9.845479729,8.878914041,11.98642286,11.61532812,6.245996601,10.30651631,22.41682918,225.963543,252.7754265,235.1967848,229.0805029,229.0731173,241.713896,258.0889316,246.9085321,252.5652825,247.2889974,59.95360602,39.51385122,61.03547715,42.69139443,49.804802,49.49198751,58.33322341,71.88871962,38.87419338,65.65078337
4.383655815,G9973,NG,1/09/2017,Low,Costly,Fast,Very Long,Warm,Storage tanks,Yes,Under review,Wooden,Rough,18.08115679,18.88940914,27.85745239,23.32760191,18.77675054,26.77495826,12.66886916,24.84298217,10.8370003,8.101663161,160.2217281,177.7907486,177.7732114,163.5398021,193.784765,178.784472,167.8736793,191.8764421,180.6038023,176.2337992,69.21273708,54.57285456,66.0619926,51.67619984,56.13572523,45.89863144,49.33830842,53.63998626,45.07898412,51.930613
12.69197621,G9974,NH,8/09/2017,Low,Costly,Medium,Very Long,Warm,Steam plant,Yes,Checked,Wooden,Rough,35.45286492,36.85928014,30.09759774,20.80195041,27.42513254,30.22617883,30.61901193,28.29199092,28.23337249,26.87198194,242.7343341,240.7025619,230.2825667,230.0346979,250.0124368,246.7468157,246.4909844,242.5177629,241.1656702,234.7533494,35.26626712,30.64797158,44.05173531,46.35038269,37.08216457,51.55023164,42.18902882,44.26040218,49.46204865,40.25706026
4.557981215,G9975,NH,16/09/2017,Medium,Costly,Fast,Very Long,Cold,Storage tanks,Yes,Checked,Ceramic,Rough,NA,NA,47.176174,34.97271376,41.52990396,NA,41.08486505,NA,48.23612999,41.68753935,118.8786049,125.9123574,127.2989796,136.4141144,113.0346274,111.6221011,114.7252625,128.5282233,119.9250241,135.1723798,NA,60.08428714,63.94584371,60.94536508,48.88563881,63.00192614,58.39913105,47.6950374,51.73177548,52.34812529
13.67790212,G9976,NH,22/09/2017,Medium,Extravagant,Slow,Short,Warm,Storage tanks,Yes,Checked,Plastic,Textured,17.668799,36.96216813,27.97997299,24.63060514,24.3851215,28.513834,21.49478379,27.712865,21.36257277,27.07779571,160.2607125,185.0685341,182.4291084,173.139154,169.0786332,167.9007553,190.2163915,184.7009286,186.1950116,158.2485171,38.46085352,36.80590913,42.48650141,33.98325529,36.20347819,17.22468283,38.26640447,20.35040261,25.79853067,32.09884235
17.1729743,G9977,NH,30/09/2017,Medium,Extravagant,Fast,Long,Warm,Steam plant,No,Checked,Ceramic,Rough,1.31595994,4.230797328,-0.469431869,-3.864111364,3.217292646,5.027439273,0.131406209,-2.754278739,6.125429377,4.292847651,186.4860115,179.8263469,165.4403512,188.8581704,205.9569285,187.1102761,185.5729998,202.4141454,184.6572642,175.6206869,60.62080414,37.63483484,49.40230818,41.68795509,49.19588539,54.57564145,64.79363939,62.99423587,46.53253508,55.5091696
12.95386602,G9978,NH,7/10/2017,Medium,Cheap,Fast,Short,Warm,Steam plant,Yes,Checked,Wooden,Textured,18.63092448,22.99836946,8.089583351,17.2251464,27.42225482,22.46675613,20.10307946,15.77449152,15.00289733,28.01107549,236.5382425,247.6982436,243.2041051,248.8664095,234.5874919,234.4063822,248.4855445,230.3204519,245.6410959,241.3920789,24.25525896,18.65932599,19.54776236,16.17532028,24.87680264,29.38077549,22.12677474,26.50723503,21.83317002,32.57580166
29.38226387,G9979,NH,13/10/2017,High,Extravagant,Fast,Long,Warm,Control room,No,Checked,Wooden,Rough,34.62873405,44.33343367,37.74311734,38.7808069,38.63548845,40.78434009,45.24068222,43.11141904,31.86951502,36.8811043,103.3472397,102.1401287,103.0000615,115.171827,111.2065111,114.8189029,120.5547031,104.6843126,113.6922123,113.4251693,49.09945889,47.6977377,53.63189606,69.25107371,60.03158011,59.63330818,59.08993544,55.54934979,59.78407475,53.06996577
28.50957313,G9980,NG,20/10/2017,Low,Cheap,Medium,Long,Hot,Control room,No,Under review,Wooden,Rough,42.14022175,43.95174365,35.94687071,40.13882585,38.11360429,42.12145288,45.00084749,38.46304985,36.39853474,44.69461292,200.0277963,209.152591,205.0883062,210.5888184,218.0922479,199.4586,202.8788962,228.6310103,197.8182345,208.3379656,56.28655823,52.38529811,49.46504352,49.96574779,69.18256626,54.06708447,47.86127184,58.90975296,45.65880092,52.77598905
7.233094445,G9981,NG,27/10/2017,Low,Cheap,Medium,Short,Hot,Control room,Yes,Checked,Plastic,Textured,9.426493766,9.476047754,11.71158368,9.32407773,8.799539927,6.221002043,8.393318775,2.409278359,20.86941455,14.09635193,145.4221376,119.1567819,121.43618,123.9154849,117.3178471,134.9442048,127.2645309,128.6798334,141.450526,126.5415694,NA,NA,35.05387152,35.24549374,NA,NA,NA,31.38327068,36.12426179,34.74043591
28.63922262,G9982,NG,4/11/2017,High,Cheap,Slow,Long,Warm,Steam plant,No,Under review,Wooden,Textured,39.6405755,38.95371784,40.94098799,34.98537912,42.35963797,31.78010612,35.24151827,31.2635077,41.9748489,44.03896347,122.3988492,128.8793882,136.0696392,129.1716796,113.9261646,136.439319,131.3278796,138.666939,117.9106238,131.4944168,38.18440038,37.45486883,33.54948804,36.0467661,31.97030699,50.45889926,28.69830912,41.58439833,41.30231103,46.31126801
4.592765254,G9983,NG,10/11/2017,Medium,Costly,Fast,Short,Warm,Storage tanks,No,Uncertain,Ceramic,Textured,0.983275432,-5.362044517,7.633228256,3.601265041,11.62651589,7.348520989,3.699448276,10.30049993,5.366380749,3.066709054,176.5585268,175.2145208,143.9997559,159.8896211,153.6657903,186.8559065,167.6860072,164.767587,173.6570169,171.24147,37.82959343,36.58376438,23.67393725,34.96852943,39.40532115,21.52210026,24.25375201,40.78207222,30.93132568,43.57955628
26.3750099,G9984,NG,17/11/2017,Low,Cheap,Medium,Long,Hot,Steam plant,No,Checked,Ceramic,Rough,33.13347935,35.28860828,26.7497601,19.46287245,26.97796926,34.94046407,23.79537178,34.44239156,24.83381615,42.36428766,188.3211436,189.4196735,191.1637483,174.5049964,200.1420529,206.3719967,194.9426945,202.5988958,193.162319,205.5574617,46.61854409,52.36760444,40.94042343,55.30043552,48.21335288,39.78595998,50.44085471,55.73689929,55.35099382,50.34556465
19.81423289,G9985,NH,24/11/2017,Medium,Costly,Fast,Long,Hot,Storage tanks,No,Uncertain,Ceramic,Textured,27.60427492,27.73985285,39.60190142,33.03834776,21.27729381,26.41662221,23.73163613,29.70031653,24.33607447,26.67422767,239.6872981,223.173566,219.5512411,220.6801186,217.4328795,217.5702486,222.0002964,223.2133813,220.4520664,230.0008196,49.97272935,61.36651965,48.87554684,49.15284324,62.72966915,44.02262334,46.91207205,46.08076691,42.44674415,54.06441423
28.59363037,G9986,NG,2/12/2017,Medium,Cheap,Medium,NA,Hot,Storage tanks,Yes,Uncertain,Plastic,Textured,26.84286634,34.73762773,37.4616235,39.9214775,32.98179239,26.94989256,33.66786176,NA,38.01165247,39.31186218,162.8317859,174.1782817,166.7715762,NA,164.033235,153.0417256,171.6167792,154.24346,NA,159.6107412,53.28470753,52.11285537,53.96472346,67.8173603,60.94702554,53.28902398,70.88484987,68.92928182,NA,43.09377255
14.23375374,G9987,NG,9/12/2017,Low,Extravagant,Fast,Long,Warm,Storage tanks,Yes,Under review,Metal,Rough,4.359475492,3.243837639,0.90632292,4.266930408,-0.054513941,-5.697282781,2.642865368,5.089692297,-3.228782001,6.795512228,160.2000046,159.1933656,172.7871475,174.8780714,163.2769511,169.1555491,162.6141064,171.1121145,173.2288109,174.7697389,55.52166749,60.77671354,47.37367747,70.05511787,54.93189078,49.97680518,79.82065301,58.60941333,62.75134638,55.87697848
2.78689078,G9988,NH,15/12/2017,Low,Costly,Fast,Very Long,Warm,Control room,No,Uncertain,Wooden,Textured,19.10010233,21.11961203,15.39694662,20.11569766,17.63712002,NA,12.99937066,7.762001456,25.2512789,20.14155322,225.1014313,221.4073305,223.0547628,221.4177352,218.5145975,213.0704793,213.4238117,221.7854676,211.4688989,221.6177471,59.35761696,38.40177296,55.70369452,17.24536853,29.97839841,27.81632826,43.81501851,25.57063551,32.81483635,43.04941076
6.452149426,G9989,NH,23/12/2017,Medium,Extravagant,Medium,Very Long,Warm,Control room,Yes,Uncertain,NA,Rough,-0.511038239,13.43288175,1.735955267,7.580332718,12.55054983,8.841181629,1.534725322,0.162105438,-7.834652222,-0.450116416,225.7897101,NA,257.5915007,250.0480032,250.9363068,251.4730485,252.4458602,253.93927,235.6377872,243.0668198,NA,44.37259074,40.99771086,NA,34.75373806,43.18062259,NA,37.91430289,29.34427888,33.09234847
8.638521358,G9990,NG,29/12/2017,High,Extravagant,Slow,Short,Hot,Storage tanks,No,Under review,Plastic,Rough,8.623646763,-13.94266549,-3.201097986,7.872571452,1.806780615,-1.387072758,2.63299825,6.51477609,-0.602583529,-5.449612808,145.9647842,157.716102,134.9986002,142.2705083,161.2325527,154.4552858,149.5382601,137.7599407,146.2585263,144.2195202,67.46377637,71.04387991,47.1488433,65.27641141,50.09014272,48.27918191,57.09971917,64.34539731,50.74489223,65.95450286
34.70093418,G9991,NG,5/01/2018,Medium,Extravagant,Medium,Long,Cold,Control room,No,Checked,Wooden,Rough,40.20494731,41.48882611,39.5124083,31.44300068,38.26752006,43.22269306,31.65247199,41.67762157,41.19173866,32.56933013,161.8085869,147.9673729,164.9296549,146.6476632,162.1938134,156.734978,162.2460186,171.8810272,157.3582316,150.2792714,26.81301976,58.44558234,48.13303432,46.1546535,38.60366635,56.85335536,46.13480345,53.13984186,27.66542503,38.84905087
18.14756472,G9992,NH,13/01/2018,Medium,Extravagant,Fast,Short,Hot,Storage tanks,No,Under review,Ceramic,Textured,35.75963753,37.37946126,33.99543823,34.35069252,36.66649641,39.5925529,36.02193743,35.43969305,37.14133949,37.2411284,102.8385798,91.15432269,111.0614019,106.6686849,99.22649694,79.44125779,98.95672831,104.197764,119.0716773,96.0487602,7.641607132,36.96227014,20.66727464,32.31539733,51.16888852,22.05700449,44.32760011,27.45897237,22.29447561,36.42610075
22.16966824,G9993,NH,20/01/2018,Low,Extravagant,Medium,Short,Hot,Storage tanks,Yes,Under review,Wooden,Textured,24.80671841,15.30874252,29.12153398,14.4885015,28.10801517,NA,18.95282354,22.2769847,21.12473794,29.30712266,197.0717092,190.7737419,200.019884,192.2415501,199.8781294,197.2717957,185.4684248,192.380373,198.9023715,173.6683984,39.89763025,42.58270652,37.85271334,57.89186161,42.46163797,42.72113016,38.84590856,38.17997006,27.55556503,43.99710211
17.87414211,G9994,NH,26/01/2018,Medium,Extravagant,Fast,Long,Hot,Control room,No,Under review,Plastic,Smooth,0.876820846,-3.125298523,14.51571619,5.141750598,18.02745117,0.94285184,15.59505556,7.276318097,14.45968866,15.18501803,122.3942443,116.1795076,111.8058565,119.7705079,110.3488876,119.0331064,117.0161234,130.2343613,108.8341421,122.388171,35.41188518,45.06083684,30.96812663,67.11670317,35.89766359,42.73214547,52.86538395,42.60635917,47.55079868,32.30200834
21.75462254,G9995,NH,2/02/2018,Low,Cheap,Medium,Long,Hot,Steam plant,Yes,Under review,Plastic,Rough,13.29059118,3.038983043,3.38141655,3.675297672,4.538869375,11.27149338,7.890371834,9.346720399,-0.035249695,8.094887206,249.0821512,239.0340371,252.0556674,233.6971574,241.2751859,238.9362993,239.135502,245.0572451,232.7339808,242.6738523,25.25658821,28.73879668,47.89525864,30.5252585,53.6275889,34.43322668,47.19251687,37.97071766,37.36984031,32.44978085
